3-1-01-030,0,681000,BT   N-220 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2212,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,653760,0,BT   N-221 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21704439,BT ,221,09/11/2021,09/11/2021,BT ,221,,0,653760,0,0,0,0,0,0,0,653760,S
3-1-01-030,0,653760,BT   N-221 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2212,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,681000,0,BT   N-222 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21674931,BT ,222,09/11/2021,09/11/2021,BT ,222,,0,681000,0,0,0,0,0,0,0,681000,S
3-1-01-030,0,681000,BT   N-222 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2212,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,660570,0,BT   N-223 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21604786,BT ,223,09/11/2021,09/11/2021,BT ,223,,0,660570,0,0,0,0,0,0,0,660570,S
3-1-01-030,0,660570,BT   N-223 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2212,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,681000,0,BT   N-224 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21711393,BT ,224,09/11/2021,09/11/2021,BT ,224,,0,681000,0,0,0,0,0,0,0,681000,S
3-1-01-030,0,681000,BT   N-224 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2212,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,660570,0,BT   N-225 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21561616,BT ,225,09/11/2021,09/11/2021,BT ,225,,0,660570,0,0,0,0,0,0,0,660570,S
3-1-01-030,0,660570,BT   N-225 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2212,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,681000,0,BT   N-226 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21657791,BT ,226,09/11/2021,09/11/2021,BT ,226,,0,681000,0,0,0,0,0,0,0,681000,S
3-1-01-030,0,681000,BT   N-226 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2212,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,660570,0,BT   N-228 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21712318,BT ,228,09/11/2021,09/11/2021,BT ,228,,0,660570,0,0,0,0,0,0,0,660570,S
3-1-01-030,0,660570,BT   N-228 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2212,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,667380,0,BT   N-229 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21615275,BT ,229,09/11/2021,09/11/2021,BT ,229,,0,667380,0,0,0,0,0,0,0,667380,S
3-1-01-030,0,667380,BT   N-229 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2212,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,667380,0,BT   N-230 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21628219,BT ,230,09/11/2021,09/11/2021,BT ,230,,0,667380,0,0,0,0,0,0,0,667380,S
3-1-01-030,0,667380,BT   N-230 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2212,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,653760,0,BT   N-232 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21527767,BT ,232,09/11/2021,09/11/2021,BT ,232,,0,653760,0,0,0,0,0,0,0,653760,S
3-1-01-030,0,653760,BT   N-232 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2212,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
